"job_id","input_path","array","field","value","label","quote_text"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Thoma Bravo","Thoma Bravo indicated a price of $17.25 per share, and also provided a form of equity commitment letter and draft merger agreement."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Sponsor B","Sponsor B indicated a range of $17.00 - $18.00 per share."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Thoma Bravo","Thoma Bravo’s bid was at a price of $19.00 per share in cash, provided for an equity commitment for the entire purchase price"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Thoma Bravo","Later on July 9, 2016, Barclays received a revised written, non-binding proposal from Thoma Bravo setting forth its best and final offer of $19.25 per share, together with a revised draft of the equity commitment letter for the entire purchase price for the Company."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","drop_agency","bidder","Sponsor A","Sponsor A was going to cease participating in the strategic process unless subsequently contacted by Barclays at the direction of the Board."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","drop_agency","bidder","Sponsor B","Following this discussion there were no further discussions between Sponsor B and Barclays or any other Company representatives."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","drop_agency","bidder","Strategic 1","On June 8, 2016, Strategic 1 informed Barclays that after further internal consideration, an acquisition of the Company would not be a strategic fit for it, and therefore it was no longer interested in participating in the strategic process and would not be submitting an indication of interest."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","drop_agency","bidder","Strategic 2","On June 12, 2016, Strategic 2 informed representatives of Barclays that because of other internal corporate priorities, it was no longer interested in exploring a potential transaction with the Company."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","drop_agency","bidder","Strategic 3","On June 14, 2016, Strategic 3 informed representatives of Barclays that because of its internal focus on other corporate transactions and a perceived overlap in technologies, it was no longer interested in exploring a potential transaction with the Company."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","drop_agency","bidder","Strategic 4","On June 23, 2016, Strategic 4 informed Barclays that an acquisition of the Company would not be a strategic fit for it and that it was not interested in participating in the strategic process."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","drop_reason","other","Sponsor A","Sponsor A was going to cease participating in the strategic process unless subsequently contacted by Barclays at the direction of the Board."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","drop_reason","other","Sponsor B","Following this discussion there were no further discussions between Sponsor B and Barclays or any other Company representatives."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","drop_reason","withdrew","Strategic 1","On June 8, 2016, Strategic 1 informed Barclays that after further internal consideration, an acquisition of the Company would not be a strategic fit for it, and therefore it was no longer interested in participating in the strategic process and would not be submitting an indication of interest."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","drop_reason","withdrew","Strategic 2","On June 12, 2016, Strategic 2 informed representatives of Barclays that because of other internal corporate priorities, it was no longer interested in exploring a potential transaction with the Company."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","drop_reason","withdrew","Strategic 3","On June 14, 2016, Strategic 3 informed representatives of Barclays that because of its internal focus on other corporate transactions and a perceived overlap in technologies, it was no longer interested in exploring a potential transaction with the Company."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","drop_reason","withdrew","Strategic 4","On June 23, 2016, Strategic 4 informed Barclays that an acquisition of the Company would not be a strategic fit for it and that it was not interested in participating in the strategic process."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","initiation_side","bidder","Thoma Bravo","On March 9, 2016, Thoma Bravo sent an unsolicited, non-binding indication of interest letter addressed to the Board indicating that Thoma Bravo would be interested in acquiring the Company for cash at a purchase price of $15.00 per share of Imprivata’s common stock."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","initiation_side","target","the Board","The Board also approved the indicative list of parties and determined that Barclays should contact each of the parties on the indicative list on a confidential basis to gauge its interest in a potential transaction with the Company, which we refer to as the “strategic process.”"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","initiation_side","target","Barclays","During the period from May 6 through June 9, 2016, at the direction of the Board, Barclays contacted and had discussions with the 15 potentially interested parties discussed by the Board at its April 28 and May 5, 2016 meetings, including Thoma Bravo."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part1.json","event_claims","initiation_side","target","Sponsor B and Thoma Bravo","Later on June 24, 2016, Barclays sent final bid process letters to Sponsor B and Thoma Bravo, requesting marked drafts of the Company’s proposed form of merger agreement (which would be provided in due course) by July 7, 2016, and setting a final bid deadline of July 8, 2016."
"job_id","input_path","array","field","value","label","quote_text"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part2__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part2.json","actor_claims","actor_class","f","Barclays","Representatives of Barclays and Goodwin were in attendance."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part2__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part2.json","actor_claims","actor_class","f","Thoma Bravo","Thoma Bravo’s increased $19.25 per share offer"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part2__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part2.json","bid_claims","proposal_scope","whole_company","Thoma Bravo","Thoma Bravo indicated this was its best and final offer"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part2__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part2.json","bid_claims","proposal_scope","whole_company","Thoma Bravo","Barclays reviewed its financial analyses of the $19.25 per share cash consideration with the Special Committee."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part2__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part2.json","event_claims","drop_agency","target","Company","Goodwin informed Kirkland that the Company would not enter into an exclusivity agreement."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part2__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part2.json","event_claims","drop_reason","other","Company","Goodwin informed Kirkland that the Company would not enter into an exclusivity agreement."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part2__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part2.json","event_claims","initiation_side","target","Special Committee","the Special Committee directed the Company and its advisors to proceed toward the execution of a definitive agreement with Thoma Bravo expeditiously"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part2__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part2.json","event_claims","initiation_side","bidder","Thoma Bravo","Thoma Bravo indicated this was its best and final offer"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part2__medium__r1","inputs/imprivata/W1_SALE_PROCESS/w1_sale_process_part2.json","event_claims","initiation_side","target","Board","the Board unanimously adopted and declared the advisability of the merger agreement, and further declared that the merger agreement was in the best interests of the Company and its stockholders, and recommended that the Company’s stockholders approve the merger agreement"
"job_id","input_path","array","field","value","label","quote_text"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","actor_claims","actor_class","f","Project Brady Holdings, LLC","Project Brady Holdings, LLC (“ Parent ”), a Delaware limited liability company"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","actor_claims","actor_class","f","Project Brady Merger Sub, Inc.","Project Brady Merger Sub, Inc. (“ Merger Sub ”), a Delaware corporation and wholly-owned direct subsidiary of Parent"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","actor_claims","actor_class","f","Thoma Bravo, LLC","Thoma Bravo, LLC (“ Thoma Bravo ”)"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","actor_claims","actor_class","f","affiliate of Thoma Bravo, LLC","an affiliate of the private equity investment firm Thoma Bravo, LLC"
"job_id","input_path","array","field","value","label","quote_text"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_financing__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_financing.json","actor_claims","actor_class","f","the Thoma Bravo Fund","the Thoma Bravo Fund has committed to purchase, or cause the purchase of, $548,148,554 plus, solely and to the extent necessary in order to pay any additional fees and expenses required by the merger agreement to be paid by Parent after taking into account the amount of available cash of Imprivata at the closing, up to an additional $20,000,000 of equity securities of Parent"
"job_id","input_path","array","field","value","label","quote_text"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_go_shop_or_post_signing_solicitation__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_go_shop_or_post_signing_solicitation.json","event_claims","drop_agency","target","Imprivata","Under the merger agreement, Imprivata, its subsidiaries and their respective representatives are not permitted to, among other things:"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_go_shop_or_post_signing_solicitation__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_go_shop_or_post_signing_solicitation.json","event_claims","drop_agency","target","Imprivata","initiate, solicit, propose, knowingly encourage (including by providing information) or take any action to knowingly facilitate any inquiries or the making of any proposal or offer that constitutes, or would reasonably be expected to lead to, an acquisition proposal;"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_go_shop_or_post_signing_solicitation__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_go_shop_or_post_signing_solicitation.json","event_claims","drop_agency","target","Imprivata","engage in, continue or otherwise participate in any discussions (other than to refer to the merger agreement) or negotiations regarding, or provide any non-public information or data concerning, or afford access to the business, properties, assets, books, records or personnel of, Imprivata or any of its subsidiaries to any person relating to, any acquisition proposal or any proposal or offer that would reasonably be expected to lead to an acquisition proposal;"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_go_shop_or_post_signing_solicitation__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_go_shop_or_post_signing_solicitation.json","event_claims","drop_agency","target","Imprivata","approve, endorse, recommend or execute or enter into any letter of intent, agreement in principle, merger agreement, acquisition agreement or other similar agreement (which, for the avoidance of doubt, excludes any acceptable confidentiality agreement) relating to an acquisition proposal or any proposal or offer that would reasonably be expected to lead to an acquisition proposal;"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_go_shop_or_post_signing_solicitation__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_go_shop_or_post_signing_solicitation.json","event_claims","drop_agency","bidder","Parent","if Imprivata has breached any of its obligations with respect to no solicitation under the merger agreement (other than (y) any unauthorized or materially cured breaches thereof or (z) any immaterial or inadvertent breaches not intended to result in an acquisition proposal), and only if Parent and Merger Sub are not in material breach of their representations, warranties, covenants and agreements under the merger agreement."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_go_shop_or_post_signing_solicitation__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_go_shop_or_post_signing_solicitation.json","event_claims","drop_reason","terminated_process","Imprivata","Under the merger agreement, Imprivata, its subsidiaries and their respective representatives are not permitted to, among other things:"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_go_shop_or_post_signing_solicitation__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_go_shop_or_post_signing_solicitation.json","event_claims","drop_reason","terminated_process","Imprivata","initiate, solicit, propose, knowingly encourage (including by providing information) or take any action to knowingly facilitate any inquiries or the making of any proposal or offer that constitutes, or would reasonably be expected to lead to, an acquisition proposal;"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_go_shop_or_post_signing_solicitation__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_go_shop_or_post_signing_solicitation.json","event_claims","drop_reason","terminated_process","Imprivata","engage in, continue or otherwise participate in any discussions (other than to refer to the merger agreement) or negotiations regarding, or provide any non-public information or data concerning, or afford access to the business, properties, assets, books, records or personnel of, Imprivata or any of its subsidiaries to any person relating to, any acquisition proposal or any proposal or offer that would reasonably be expected to lead to an acquisition proposal;"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_go_shop_or_post_signing_solicitation__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_go_shop_or_post_signing_solicitation.json","event_claims","drop_reason","terminated_process","Imprivata","approve, endorse, recommend or execute or enter into any letter of intent, agreement in principle, merger agreement, acquisition agreement or other similar agreement (which, for the avoidance of doubt, excludes any acceptable confidentiality agreement) relating to an acquisition proposal or any proposal or offer that would reasonably be expected to lead to an acquisition proposal;"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_go_shop_or_post_signing_solicitation__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_go_shop_or_post_signing_solicitation.json","event_claims","drop_reason","other","Parent","if Imprivata has breached any of its obligations with respect to no solicitation under the merger agreement (other than (y) any unauthorized or materially cured breaches thereof or (z) any immaterial or inadvertent breaches not intended to result in an acquisition proposal), and only if Parent and Merger Sub are not in material breach of their representations, warranties, covenants and agreements under the merger agreement."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_go_shop_or_post_signing_solicitation__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_go_shop_or_post_signing_solicitation.json","event_claims","initiation_side","bidder","Imprivata","prior to the adoption of the merger agreement by Imprivata stockholders, Imprivata may (1) provide information or afford access to the business, properties, assets, books, records, or to any personnel of Imprivata in response to a request therefor to a third party (and its representatives and financing sources) who has made a bona fide written acquisition proposal after the date hereof that was not solicited in material violation of the merger agreement, if and only if, prior to providing such information, Imprivata has received from such third party so requesting such information an executed acceptable confidentiality agreement;"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_go_shop_or_post_signing_solicitation__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_go_shop_or_post_signing_solicitation.json","event_claims","initiation_side","bidder","Imprivata","engage or participate in any discussions or negotiations with a third party who has made such an unsolicited bona fide written acquisition proposal."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_go_shop_or_post_signing_solicitation__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_go_shop_or_post_signing_solicitation.json","event_claims","initiation_side","bidder","Imprivata","prior to the adoption of the merger agreement by Imprivata stockholders, in order to enter into an acquisition agreement for a superior proposal, if the Board (or a committee thereof), in compliance with the applicable terms of the merger agreement, has authorized Imprivata to enter into a specified definitive acquisition agreement and Imprivata enters into such binding definitive agreement and concurrently with the termination of the merger agreement pays the termination fee described in the section entitled “The Merger Agreement – Termination Fees and Expenses”"
"job_id","input_path","array","field","value","label","quote_text"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part1.json","actor_claims","actor_class","f","Barclays","The Board engaged Barclays as the Company’s financial advisor to assist the Board in its evaluation of Thoma Bravo’s indication of interest"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part1.json","bid_claims","bid_formality","formal","Sponsor A","Sponsor A indicated a price of $16.50 per share."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part1.json","bid_claims","bid_formality","formal","Thoma Bravo","Thoma Bravo indicated a price of $17.25 per share, and also provided a form of equity commitment letter and draft merger agreement."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part1.json","bid_claims","bid_formality","formal","Sponsor B","Sponsor B indicated a range of $17.00 - $18.00 per share."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Sponsor A","Sponsor A indicated a price of $16.50 per share."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Thoma Bravo","Thoma Bravo indicated a price of $17.25 per share, and also provided a form of equity commitment letter and draft merger agreement."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part1.json","bid_claims","proposal_scope","whole_company","Sponsor B","Sponsor B indicated a range of $17.00 - $18.00 per share."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part1.json","event_claims","initiation_side","target","The Board","The Board also approved the indicative list of parties and determined that Barclays should contact each of the parties on the indicative list on a confidential basis to gauge its interest in a potential transaction with the Company, which we refer to as the “strategic process.”"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part1.json","event_claims","initiation_side","target","Barclays","During the period from May 6 through June 9, 2016, at the direction of the Board, Barclays contacted and had discussions with the 15 potentially interested parties discussed by the Board at its April 28 and May 5, 2016 meetings, including Thoma Bravo."
"job_id","input_path","array","field","value","label","quote_text"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part2.json","actor_claims","actor_class","f","Thoma Bravo","Thoma Bravo"
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part2.json","bid_claims","proposal_scope","whole_company","Thoma Bravo","Thoma Bravo’s bid was at a price of $19.00 per share in cash, provided for an equity commitment for the entire purchase price and indicated that Thoma Bravo had completed all of its due diligence and was prepared to execute its revised draft of the merger agreement and announce the transaction prior to the market open on July 11, 2016."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part2.json","bid_claims","proposal_scope","whole_company","Thoma Bravo","Barclays received a revised written, non-binding proposal from Thoma Bravo setting forth its best and final offer of $19.25 per share, together with a revised draft of the equity commitment letter for the entire purchase price for the Company."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part2.json","event_claims","drop_agency","bidder","Strategic 3","On June 14, 2016, Strategic 3 informed representatives of Barclays that because of its internal focus on other corporate transactions and a perceived overlap in technologies, it was no longer interested in exploring a potential transaction with the Company."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part2.json","event_claims","drop_agency","mutual_or_process","Sponsor A","Following this discussion there were no further discussions between Sponsor A and Barclays or any other Company representatives."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part2.json","event_claims","drop_agency","bidder","Strategic 4","On June 23, 2016, Strategic 4 informed Barclays that an acquisition of the Company would not be a strategic fit for it and that it was not interested in participating in the strategic process."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part2.json","event_claims","drop_agency","mutual_or_process","Sponsor B","Following this discussion there were no further discussions between Sponsor B and Barclays or any other Company representatives."
"stage2__imprivata__EXPANDED_CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part2.json","event_claims","drop_reason","withdrew","Strategic 3","On June 14, 2016, Strategic 3 informed representatives of Barclays that because of its internal focus on other corporate transactions and a perceived overlap in technologies, it was no longer interested in exploring a potential transaction with the Company."
