"CLAIM_ONLY_P8","stage2__imprivata__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","acquisition_vehicle_of","Merger Sub","Thoma Bravo","Parent and Merger Sub were formed by an affiliate of the private equity investment firm Thoma Bravo, LLC (“ Thoma Bravo ”)."
"CLAIM_ONLY_P8","stage2__imprivata__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","acquisition_vehicle_of","Parent","Project Brady Holdings, LLC","Parent was formed on July 6, 2016, solely for the purpose of engaging in the transactions contemplated by the merger agreement"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"CLAIM_ONLY_P8","stage2__imprivata__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_financing__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_financing.json","finances","Thoma Bravo Fund","Parent","On July 13, 2016, Parent entered into an equity commitment letter, which we refer to as the “ equity commitment letter ” with the Thoma Bravo Fund, pursuant to which the Thoma Bravo Fund has committed to purchase, or cause the purchase of, $548,148,554 plus, solely and to the extent necessary in order to pay any additional fees and expenses required by the merger agreement to be paid by Parent after taking into account the amount of available cash of Imprivata at the closing, up to an additional $20,000,000 of equity securities of Parent in the aggregate solely for the purpose of allowing Parent and/or Merger Sub to fund the aggregate merger."
"CLAIM_ONLY_P8","stage2__imprivata__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_financing__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_financing.json","supports","Thoma Bravo Fund","Parent and/or Merger Sub","Under the equity commitment letter, the Thoma Bravo Fund has also agreed to pay, or cause an assignee to pay, an aggregate amount not to exceed $40,777,500 solely to satisfy the obligations of Parent and/or Merger Sub to pay monetary damages to Imprivata"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"CLAIM_ONLY_P8","stage2__imprivata__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part1.json","advises","Barclays","the Company","The Board engaged Barclays as the Company’s financial advisor to assist the Board in its evaluation of Thoma Bravo’s indication of interest"
"CLAIM_ONLY_P8","stage2__imprivata__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part1.json","advises","Goodwin Procter LLP","the Company","representatives of the Company’s outside legal counsel, Goodwin Procter LLP (“ Goodwin ”), were in attendance"
"CLAIM_ONLY_P8","stage2__imprivata__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part1.json","affiliate_of","private equity funds affiliated with Thoma Bravo","Thoma Bravo","private equity funds affiliated with Thoma Bravo acquired an aggregate of 1,213,066 shares of Imprivata common stock"
"CLAIM_ONLY_P8","stage2__imprivata__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part1.json","finances","Thoma Bravo private equity funds","Thoma Bravo","it was prepared to finance the transaction entirely with equity from its private equity funds"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"CLAIM_ONLY_P8","stage2__imprivata__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part2.json","advises","Barclays","Special Committee and the Board","The Special Committee determined, based in part on the advice of Goodwin, those relationships would not impair the advice Barclays would provide to the Special Committee and the Board, or its independence."
"CLAIM_ONLY_P8","stage2__imprivata__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part2.json","advises","Goodwin","Special Committee","The Special Committee determined, based in part on the advice of Goodwin, those relationships would not impair the advice Barclays would provide to the Special Committee and the Board, or its independence."
"CLAIM_ONLY_P8","stage2__imprivata__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part2.json","advises","Kirkland & Ellis LLP","Thoma Bravo","On July 7, 2016, Thoma Bravo’s outside counsel, Kirkland & Ellis LLP (“ Kirkland ”) sent a revised draft of the merger agreement to Goodwin."
"CLAIM_ONLY_P8","stage2__imprivata__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/imprivata/W2_MULTI_REGION/w2_sale_process_part2.json","finances","two sources of potential debt financing","Thoma Bravo","On July 5 and 6, 2016, in response to Thoma Bravo’s request to work with potential debt financing sources, the Company permitted two sources of potential debt financing, each of which Barclays identified as parties that

33
<!-- PAGE 36 -->
Table of Contents

could potentially provide debt financing to Thoma Bravo, to join as parties under the confidentiality agreement between the Company and Thoma Bravo."
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/mac-gray/W1_SALE_PROCESS/w1_sale_process_part1.json","advises","BofA Merrill Lynch","Mac-Gray","On May 31, 2013, Mac-Gray entered into an engagement letter with BofA Merrill Lynch with respect to the Board's undertaking a review of strategic alternatives, including a potential sale process"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/mac-gray/W1_SALE_PROCESS/w1_sale_process_part1.json","advises","Goodwin Procter LLP","Mac-Gray","Goodwin Procter LLP, outside legal counsel to Mac-Gray"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/mac-gray/W1_SALE_PROCESS/w1_sale_process_part1.json","member_of","CSC","CSC/Pamplona","CSC and Pamplona, who together we refer to as CSC/Pamplona"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/mac-gray/W1_SALE_PROCESS/w1_sale_process_part1.json","member_of","Pamplona","CSC/Pamplona","CSC and Pamplona, who together we refer to as CSC/Pamplona"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/mac-gray/W1_SALE_PROCESS/w1_sale_process_part1.json","controls","Pamplona","CSC","an acquisition of Mac-Gray by its portfolio company, CSC"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part2__medium__r1","inputs/mac-gray/W1_SALE_PROCESS/w1_sale_process_part2.json","advises","BofA Merrill Lynch","Special Committee","BofA Merrill Lynch updated the Special Committee as to the current status of the revised indications of interest submitted by Party A, Party B and CSC/Pamplona"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part2__medium__r1","inputs/mac-gray/W1_SALE_PROCESS/w1_sale_process_part2.json","advises","Goodwin Procter","Special Committee","Representatives from Goodwin Procter again reviewed the Special Committee's fiduciary duties in the context of a sale of the company."
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part2__medium__r1","inputs/mac-gray/W1_SALE_PROCESS/w1_sale_process_part2.json","member_of","CSC","CSC/Pamplona","CSC, Pamplona and Mac-Gray executed the exclusivity agreement"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part2__medium__r1","inputs/mac-gray/W1_SALE_PROCESS/w1_sale_process_part2.json","member_of","Pamplona","CSC/Pamplona","CSC, Pamplona and Mac-Gray executed the exclusivity agreement"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part2__medium__r1","inputs/mac-gray/W1_SALE_PROCESS/w1_sale_process_part2.json","finances","Pamplona","CSC/Pamplona","Pamplona was committed to provide 100% of the capital required to consummate the transaction"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","member_of","Spin Holdco Inc.","Buyer Entity","the term ""Buyer Entity"" refers to any of Parent, Holdings or CSC, as applicable"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","member_of","CSC ServiceWorks Holdings, Inc.","Buyer Entity","the term ""Buyer Entity"" refers to any of Parent, Holdings or CSC, as applicable"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","member_of","CSC ServiceWorks, Inc.","Buyer Entity","the term ""Buyer Entity"" refers to any of Parent, Holdings or CSC, as applicable"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","controls","CSC ServiceWorks Holdings, Inc.","CSC ServiceWorks, Inc.","**CSC ServiceWorks Holdings, Inc.** is a Delaware corporation and the sole stockholder of CSC."
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","controls","CSC ServiceWorks, Inc.","Spin Holdco Inc.","**Spin Holdco Inc.** is a Delaware corporation and a wholly-owned subsidiary of CSC."
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","controls","Spin Holdco Inc.","CSC Fenway, Inc.","**CSC Fenway, Inc.** is a Delaware corporation and a wholly-owned subsidiary of Parent."
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","affiliate_of","Spin Holdco Inc.","Spin Holdco Inc.","**Spin Holdco Inc.** is a Delaware corporation and a wholly-owned subsidiary of CSC."
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","acquisition_vehicle_of","CSC Fenway, Inc.","Spin Holdco Inc.","**CSC Fenway, Inc.** is a Delaware corporation and a wholly-owned subsidiary of Parent."
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","controls","Spin Holdco Inc.","Mac-Gray Corporation","Mac-Gray will be the surviving corporation, which we refer to as the surviving corporation, in the merger and will continue as a wholly-owned subsidiary of Parent."
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_committee_or_conflict__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_committee_or_conflict.json","member_of","six disinterested and independent directors","special committee","The Mac-Gray Board of Directors formed a special committee of six disinterested and independent directors to, among other things, review and evaluate the merger agreement proposal, consider and evaluate alternatives available to Mac-Gray and alleviate any potential conflicts of interest."
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_committee_or_conflict__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_committee_or_conflict.json","advises","special committee","Mac-Gray Board of Directors","After careful consideration, our Board of Directors, upon the unanimous recommendation of the special committee, unanimously approved the merger agreement and determined that the merger and the other transactions contemplated by the merger agreement are advisable and in the best interests of Mac-Gray and our stockholders."
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_financing__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_financing.json","finances","Pamplona Capital Partners III, L.P.","Buyer Entities","committed pursuant to the Pamplona commitment letter delivered to the Buyer Entities by Pamplona Capital Partners III, L.P. dated as of October 14, 2013"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_financing__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_financing.json","finances","Pamplona","Buyer Entities","The obligation of Pamplona to fund the closing funding obligations is conditioned upon"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_financing__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_financing.json","supports","Pamplona","Mac-Gray","Mac-Gray is an express third party beneficiary of the Pamplona commitment letter."
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_rollover__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_rollover.json","rollover_holder_of","Mr. MacDonald","Mac-Gray","the possibility that the strategic alternatives process might result in third parties who would be interested in partnering with Mr. MacDonald (either through continued employment and/or contribution of some or all of his existing equity, a so-called equity ""rollover"")"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_rollover__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_rollover.json","rollover_holder_of","Moab","Mac-Gray common stock","to the extent Moab might have an interest in an equity rollover of all or a portion of Moab's shares of Mac-Gray common stock in connection with any sale transaction that might result from the Board's strategic alternatives process"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_rollover__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_rollover.json","member_of","Mr. Rothenberg","Moab","Mr. Rothenberg is a co-founder and the General Partner of Moab"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_sale_process_part1.json","member_of","CSC","CSC/Pamplona","including CSC and Pamplona, who together we refer to as CSC/Pamplona"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_sale_process_part1.json","member_of","Pamplona","CSC/Pamplona","including CSC and Pamplona, who together we refer to as CSC/Pamplona"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part1__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_sale_process_part1.json","controls","Pamplona","CSC","CSC was purchased by Pamplona in May 2013"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_sale_process_part2.json","advises","BofA Merrill Lynch","Special Committee","By invitation of the Special Committee, representatives from BofA Merrill Lynch and Goodwin Procter were also present throughout the meeting."
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_sale_process_part2.json","advises","Goodwin Procter","Special Committee","By invitation of the Special Committee, representatives from BofA Merrill Lynch and Goodwin Procter were also present throughout the meeting."
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_sale_process_part2.json","affiliate_of","CSC","Pamplona","Pamplona, as instructed by the Special Committee, who expressed interest in a transaction, including an acquisition of Mac-Gray by its portfolio company, CSC."
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part2__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_sale_process_part2.json","finances","Pamplona","CSC/Pamplona","reiterating that Pamplona was committed to provide 100% of the capital required to consummate the transaction"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part3__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_sale_process_part3.json","member_of","CSC","CSC/Pamplona","Mac-Gray and CSC and Pamplona"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part3__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_sale_process_part3.json","member_of","Pamplona","CSC/Pamplona","Mac-Gray and CSC and Pamplona"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_sale_process_part3__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_sale_process_part3.json","finances","Pamplona","CSC/Pamplona","Pamplona was committing to fund 100% of the capital needed for closing"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"CLAIM_ONLY_P8","stage2__mac-gray__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_support_or_voting_agreement__medium__r1","inputs/mac-gray/W2_MULTI_REGION/w2_support_or_voting_agreement.json","supports","certain stockholders of Mac-Gray","adoption of the merger agreement","In connection with the execution of the merger agreement, certain stockholders of Mac-Gray entered into a voting agreement agreeing to vote in favor of the adoption of the merger agreement."
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"CLAIM_ONLY_P8","stage2__medivation__CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","advises","J.P. Morgan Securities LLC","Medivation","J.P. Morgan Securities LLC (“J.P. Morgan”) and Evercore Group L.L.C. (“Evercore”), financial advisors to Medivation"
"CLAIM_ONLY_P8","stage2__medivation__CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","advises","Evercore Group L.L.C.","Medivation","J.P. Morgan Securities LLC (“J.P. Morgan”) and Evercore Group L.L.C. (“Evercore”), financial advisors to Medivation"
"CLAIM_ONLY_P8","stage2__medivation__CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","advises","Cooley LLP","Medivation","Cooley LLP (“Cooley”), a legal advisor to Medivation"
"CLAIM_ONLY_P8","stage2__medivation__CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","advises","Wachtell, Lipton, Rosen & Katz","Medivation","Wachtell, Lipton, Rosen & Katz (“Wachtell Lipton”), a legal advisor to Medivation"
"CLAIM_ONLY_P8","stage2__medivation__CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","affiliate_of","Purchaser","Pfizer","Shares outstanding immediately prior to the Effective Time (other than treasury shares held by Medivation and any Shares owned by Pfizer, Purchaser, or any other direct or indirect wholly-owned subsidiary of Pfizer"
"CLAIM_ONLY_P8","stage2__medivation__CLAIM_ONLY_P8__W1_SALE_PROCESS__w1_sale_process_part1__medium__r1","inputs/medivation/W1_SALE_PROCESS/w1_sale_process_part1.json","acquisition_vehicle_of","Purchaser","Medivation","Purchaser will be merged with and into Medivation, with Medivation continuing as the surviving corporation in the Merger and as a wholly-owned subsidiary of Pfizer"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"CLAIM_ONLY_P8","stage2__medivation__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","affiliate_of","Montreal, Inc.","Pfizer Inc.","Montreal, Inc., or “Purchaser,” a wholly-owned subsidiary of Pfizer Inc., or “Pfizer,”"
"CLAIM_ONLY_P8","stage2__medivation__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","controls","Pfizer Inc.","Montreal, Inc.","Montreal, Inc., or “Purchaser,” a wholly-owned subsidiary of Pfizer Inc., or “Pfizer,”"
"CLAIM_ONLY_P8","stage2__medivation__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","acquisition_vehicle_of","Montreal, Inc.","Pfizer Inc.","Purchaser is a Delaware corporation that was formed for the sole purpose of making the Offer and completing the process by which Purchaser will be merged with and into Medivation."
"CLAIM_ONLY_P8","stage2__medivation__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","acquisition_vehicle_of","Montreal, Inc.","Medivation, Inc.","Purchaser will be merged with and into Medivation (which we refer to as the “Merger”)"
"CLAIM_ONLY_P8","stage2__medivation__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_buyer_group_or_transaction_structure__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_buyer_group_or_transaction_structure.json","controls","Pfizer Inc.","Medivation, Inc.","with Medivation continuing as the surviving corporation (which we refer to as the “Surviving Corporation”) in the Merger and thereby becoming a wholly-owned subsidiary of Pfizer."
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
"CLAIM_ONLY_P8","stage2__medivation__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_financing__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_financing.json","finances","Pfizer","payment obligations under the Merger Agreement","Pfizer and Purchaser currently have, and will have, available to them, through a variety of sources, including cash on hand, funds necessary for the payment of the aggregate Offer Price and the aggregate Merger Consideration (as defined below) and to satisfy all of their payment obligations under the Merger Agreement and resulting from the transactions contemplated thereby."
"CLAIM_ONLY_P8","stage2__medivation__CLAIM_ONLY_P8__W2_MULTI_REGION__w2_financing__medium__r1","inputs/medivation/W2_MULTI_REGION/w2_financing.json","finances","Purchaser","payment obligations under the Merger Agreement","Pfizer and Purchaser currently have, and will have, available to them, through a variety of sources, including cash on hand, funds necessary for the payment of the aggregate Offer Price and the aggregate Merger Consideration (as defined below) and to satisfy all of their payment obligations under the Merger Agreement and resulting from the transactions contemplated thereby."
"candidate","job_id","input_path","relation_type","subject_label","object_label","quote_text"
